what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036064469
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036067679
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036069281
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036069325
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036070341
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036070396
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036071044
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315036072443
closed,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315036072451
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036075485
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036082690
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1315036117410
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036119070
closed,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315036120807
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036120999
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315036121005
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036127886
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036138451
opened,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315036138542
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315036138704
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036138880
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036213310
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036222792
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315036223265
activated,view,org.eclipse.gef,3.4.1.v20080806,org.eclipse.gef.ui.palette_view,1315036226046
