what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1315639295826
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639305772
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639319380
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315639325118
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639350665
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639351673
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639352183
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639367831
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315639381865
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639398934
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639414935
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315639428647
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639429785
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639436364
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639439429
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639449051
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315639460575
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639499396
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639525652
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315639540454
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639552484
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639587078
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315639599147
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639605602
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315639617234
